Code_Index,Gene_ID,Gene_Name,Gene_Label
1821,ENSG00000177575,CD163,Unknown
1822,ENSG00000198681,MAGEA1,Unknown
1823,ENSG00000138433,CIR1,Unknown
1824,ENSG00000022267,FHL1,Unknown
1825,ENSG00000184384,MAML2,Driver
1826,ENSG00000196782,MAML3,Unknown
1827,ENSG00000164105,SAP30,Unknown
1828,ENSG00000283780,MAML1,Unknown
1829,ENSG00000109670,FBXW7,Driver
1830,ENSG00000113558,SKP1,Unknown
1831,ENSG00000231115,RING1,Unknown
1832,ENSG00000223654,FLOT1,Unknown
1833,ENSG00000132589,FLOT2,Unknown
1834,ENSG00000281877,RPS6KA1,Unknown
1835,ENSG00000071242,RPS6KA2,Unknown
1836,ENSG00000165458,INPPL1,Unknown
1837,ENSG00000169891,REPS2,Unknown
1838,ENSG00000142273,CBLC,Driver
1839,ENSG00000143333,RGS16,Unknown
1840,ENSG00000168374,ARF4,Unknown
1841,ENSG00000111057,KRT18,Unknown
1842,ENSG00000149480,MTA2,Unknown
1843,ENSG00000136044,APPL2,Unknown
1844,ENSG00000034152,MAP2K3,Unknown
1845,ENSG00000127946,HIP1,Driver
1846,ENSG00000166225,FRS2,Unknown
1847,ENSG00000138193,PLCE1,Unknown
1848,ENSG00000105971,CAV2,Unknown
1849,ENSG00000140600,SH3GL3,Unknown
1850,ENSG00000106976,DNM1,Unknown
1851,ENSG00000156508,EEF1A1,Unknown
1852,ENSG00000109917,ZPR1,Unknown
1853,ENSG00000166484,MAPK7,Unknown
1854,ENSG00000153233,PTPRR,Unknown
1855,ENSG00000017797,RALBP1,Unknown
1856,ENSG00000144118,RALB,Unknown
1857,ENSG00000108946,PRKAR1A,Driver
1858,ENSG00000061938,TNK2,Unknown
1859,ENSG00000070831,CDC42,Unknown
1860,ENSG00000133056,PIK3C2B,Unknown
1861,ENSG00000144730,IL17RD,Unknown
1862,ENSG00000116285,ERRFI1,Unknown
1863,ENSG00000174238,PITPNA,Unknown
1864,ENSG00000065243,PKN2,Unknown
1865,ENSG00000129219,PLD2,Unknown
1866,ENSG00000140575,IQGAP1,Unknown
1867,ENSG00000288293,CC2D1A,Unknown
1868,ENSG00000133703,KRAS,Driver
1869,ENSG00000095015,MAP3K1,Driver
1870,ENSG00000115290,GRB14,Unknown
1871,ENSG00000160271,RALGDS,Driver
1872,ENSG00000141738,GRB7,Unknown
1873,ENSG00000144566,RAB5A,Unknown
1874,ENSG00000174791,RIN1,Non-driver
1875,ENSG00000137218,FRS3,Non-driver
1876,ENSG00000188313,PLSCR1,Unknown
1877,ENSG00000128422,KRT17,Unknown
1878,ENSG00000170421,KRT8,Unknown
1879,ENSG00000137764,MAP2K5,Unknown
1880,ENSG00000163558,PRKCI,Unknown
1881,ENSG00000135480,KRT7,Unknown
1882,ENSG00000125743,SNRPD2,Unknown
1883,ENSG00000204842,ATXN2,Unknown
1884,ENSG00000076201,PTPN23,Unknown
1885,ENSG00000145901,TNIP1,Unknown
1886,ENSG00000076984,MAP2K7,Unknown
1887,ENSG00000085511,MAP3K4,Unknown
1888,ENSG00000158711,ELK4,Driver
1889,ENSG00000283060,ID3,Driver
1890,ENSG00000115738,ID2,Unknown
1891,ENSG00000111145,ELK3,Unknown
1892,ENSG00000172201,ID4,Unknown
1893,ENSG00000103479,RBL2,Unknown
1894,ENSG00000196092,PAX5,Driver
1895,ENSG00000159352,PSMD4,Unknown
1896,ENSG00000166794,PPIB,Unknown
1897,ENSG00000164615,CAMLG,Unknown
1898,ENSG00000170027,YWHAG,Unknown
1899,ENSG00000136098,NEK3,Unknown
1900,ENSG00000151090,THRB,Unknown
1901,ENSG00000151849,CENPJ,Unknown
1902,ENSG00000007264,MATK,Unknown
1903,ENSG00000000938,FGR,Unknown
1904,ENSG00000166068,SPRED1,Unknown
1905,ENSG00000198369,SPRED2,Unknown
1906,ENSG00000197323,TRIM33,Driver
1907,ENSG00000114520,SNX4,Unknown
1908,ENSG00000129515,SNX6,Unknown
1909,ENSG00000111424,VDR,Driver
1910,ENSG00000163877,SNIP1,Unknown
1911,ENSG00000100614,PPM1A,Unknown
1912,ENSG00000132953,XPO4,Unknown
1913,ENSG00000102974,CTCF,Driver
1914,ENSG00000126883,NUP214,Driver
1915,ENSG00000166887,VPS39,Unknown
1916,ENSG00000157077,ZFYVE9,Unknown
1917,ENSG00000272886,DCP1A,Unknown
1918,ENSG00000066136,NFYC,Unknown
1919,ENSG00000120837,NFYB,Unknown
1920,ENSG00000169554,ZEB2,Unknown
1921,ENSG00000006125,AP2B1,Unknown
1922,ENSG00000125971,DYNLRB1,Unknown
1923,ENSG00000023734,STRAP,Unknown
1924,ENSG00000130177,CDC16,Unknown
1925,ENSG00000176396,EID2,Unknown
1926,ENSG00000004897,CDC27,Unknown
1927,ENSG00000078399,HOXA9,Driver
1928,ENSG00000221914,PPP2R2A,Non-driver
1929,ENSG00000108984,MAP2K6,Unknown
1930,ENSG00000133740,E2F5,Unknown
1931,ENSG00000119699,TGFB3,Unknown
1932,ENSG00000114302,PRKAR2A,Unknown
1933,ENSG00000188191,PRKAR1B,Unknown
1934,ENSG00000170604,IRF2BP1,Unknown
1935,ENSG00000101076,HNF4A,Unknown
1936,ENSG00000125398,SOX9,Driver
1937,ENSG00000105325,FZR1,Non-driver
1938,ENSG00000026508,CD44,Driver
1939,ENSG00000084623,EIF3I,Unknown
1940,ENSG00000118046,STK11,Driver
1941,ENSG00000144589,STK11IP,Unknown
1942,ENSG00000001167,NFYA,Unknown
1943,ENSG00000148516,ZEB1,Driver
1944,ENSG00000168589,DYNLRB2,Unknown
1945,ENSG00000124789,NUP153,Unknown
1946,ENSG00000181191,PJA1,Unknown
1947,ENSG00000039319,ZFYVE16,Unknown
1948,ENSG00000184221,OLIG1,Unknown
1949,ENSG00000168556,ING2,Unknown
1950,ENSG00000169783,LINGO1,Unknown
1951,ENSG00000134243,SORT1,Unknown
1952,ENSG00000185634,SHC4,Unknown
1953,ENSG00000073969,NSF,Unknown
1954,ENSG00000174804,FZD4,Unknown
1955,ENSG00000126583,PRKCG,Unknown
1956,ENSG00000125084,WNT1,Unknown
1957,ENSG00000188763,FZD9,Unknown
1958,ENSG00000105989,WNT2,Unknown
1959,ENSG00000164930,FZD6,Unknown
1960,ENSG00000104332,SFRP1,Unknown
1961,ENSG00000182968,SOX1,Unknown
1962,ENSG00000107404,DVL1,Unknown
1963,ENSG00000155760,FZD7,Unknown
1964,ENSG00000277626,WNT3,Unknown
1965,ENSG00000155252,PI4K2A,Unknown
1966,ENSG00000104290,FZD3,Unknown
1967,ENSG00000116128,BCL9,Driver
1968,ENSG00000162552,WNT4,Unknown
1969,ENSG00000123384,LRP1,Unknown
1970,ENSG00000154764,WNT7A,Unknown
1971,ENSG00000163251,FZD5,Unknown
1972,ENSG00000185483,ROR1,Unknown
1973,ENSG00000150764,DIXDC1,Unknown
1974,ENSG00000096384,HSP90AB1,Driver
1975,ENSG00000104365,IKBKB,Driver
1976,ENSG00000282905,NFKBIB,Unknown
1977,ENSG00000145703,IQGAP2,Unknown
1978,ENSG00000161057,PSMC2,Unknown
1979,ENSG00000102871,TRADD,Unknown
1980,ENSG00000102753,KPNA3,Unknown
1981,ENSG00000100804,PSMB5,Unknown
1982,ENSG00000185104,FAF1,Unknown
1983,ENSG00000100764,PSMC1,Unknown
1984,ENSG00000137054,POLR1E,Non-driver
1985,ENSG00000171453,POLR1C,Unknown
1986,ENSG00000053918,KCNQ1,Unknown
1987,ENSG00000110700,RPS13,Unknown
1988,ENSG00000089009,RPL6,Unknown
1989,ENSG00000263528,IKBKE,Unknown
1990,ENSG00000136560,TANK,Unknown
1991,ENSG00000096060,FKBP5,Unknown
1992,ENSG00000176046,NUPR1,Unknown
1993,ENSG00000074266,EED,Driver
1994,ENSG00000103056,SMPD3,Non-driver
1995,ENSG00000025800,KPNA6,Unknown
1996,ENSG00000075391,RASAL2,Unknown
1997,ENSG00000138757,G3BP2,Non-driver
1998,ENSG00000168884,TNIP2,Unknown
1999,ENSG00000173163,COMMD1,Unknown
2000,ENSG00000173692,PSMD1,Unknown
2001,ENSG00000197170,PSMD12,Unknown
2002,ENSG00000163636,PSMD6,Unknown
2003,ENSG00000076604,TRAF4,Unknown
2004,ENSG00000142534,RPS11,Unknown
2005,ENSG00000173473,SMARCC1,Unknown
2006,ENSG00000185627,PSMD13,Unknown
2007,ENSG00000108344,PSMD3,Unknown
2008,ENSG00000184432,COPB2,Unknown
2009,ENSG00000141030,COPS3,Unknown
2010,ENSG00000124602,UNC5CL,Unknown
2011,ENSG00000139613,SMARCC2,Unknown
2012,ENSG00000104881,PPP1R13L,Unknown
2013,ENSG00000105127,AKAP8,Unknown
2014,ENSG00000136518,ACTL6A,Unknown
2015,ENSG00000161016,RPL8,Unknown
2016,ENSG00000105202,FBL,Unknown
2017,ENSG00000156482,RPL30,Unknown
2018,ENSG00000174444,RPL4,Unknown
2019,ENSG00000133884,DPF2,Unknown
2020,ENSG00000131653,TRAF7,Driver
2021,ENSG00000148396,SEC16A,Unknown
2022,ENSG00000100991,TRPC4AP,Unknown
2023,ENSG00000126777,KTN1,Driver
2024,ENSG00000101255,TRIB3,Unknown
2025,ENSG00000125995,ROMO1,Non-driver
2026,ENSG00000123091,RNF11,Unknown
2027,ENSG00000103035,PSMD7,Unknown
2028,ENSG00000165916,PSMC3,Unknown
2029,ENSG00000068654,POLR1A,Unknown
2030,ENSG00000071994,PDCD2,Unknown
2031,ENSG00000143256,PFDN2,Unknown
2032,ENSG00000171444,MCC,Unknown
2033,ENSG00000138095,LRPPRC,Unknown
2034,ENSG00000085760,MTIF2,Unknown
2035,ENSG00000036672,USP2,Non-driver
2036,ENSG00000106144,CASP2,Unknown
2037,ENSG00000168067,MAP4K2,Unknown
2038,ENSG00000102226,USP11,Unknown
2039,ENSG00000090863,GLG1,Unknown
2040,ENSG00000090060,PAPOLA,Unknown
2041,ENSG00000186184,POLR1D,Unknown
2042,ENSG00000135002,RFK,Unknown
2043,ENSG00000175166,PSMD2,Unknown
2044,ENSG00000215301,DDX3X,Driver
2045,ENSG00000119401,TRIM32,Unknown
2046,ENSG00000166508,MCM7,Unknown
2047,ENSG00000100297,MCM5,Unknown
2048,ENSG00000163481,RNF25,Unknown
2049,ENSG00000162551,ALPL,Unknown
2050,ENSG00000163882,POLR2H,Unknown
2051,ENSG00000177700,POLR2L,Unknown
2052,ENSG00000125630,POLR1B,Unknown
2053,ENSG00000136485,DCAF7,Non-driver
2054,ENSG00000072518,MARK2,Unknown
2055,ENSG00000100784,RPS6KA5,Unknown
2056,ENSG00000144802,NFKBIZ,Unknown
2057,ENSG00000017427,IGF1,Driver
2058,ENSG00000090020,SLC9A1,Unknown
2059,ENSG00000169252,ADRB2,Unknown
2060,ENSG00000131095,GFAP,Unknown
2061,ENSG00000100412,ACO2,Unknown
2062,ENSG00000099995,SF3A1,Unknown
2063,ENSG00000012504,NR1H4,Unknown
2064,ENSG00000125503,PPP1R12C,Unknown
2065,ENSG00000138802,SEC24B,Unknown
2066,ENSG00000123240,OPTN,Unknown
2067,ENSG00000124733,MEA1,Unknown
2068,ENSG00000270647,TAF15,Driver
2069,ENSG00000241945,PWP2,Non-driver
2070,ENSG00000140279,DUOX2,Unknown
2071,ENSG00000072062,PRKACA,Driver
2072,ENSG00000107485,GATA3,Driver
2073,ENSG00000186652,PRG2,Unknown
2074,ENSG00000069329,VPS35,Unknown
2075,ENSG00000141543,EIF4A3,Non-driver
2076,ENSG00000121481,RNF2,Unknown
2077,,H3F3A,Driver
2078,,H3F3B,Driver
2079,ENSG00000179583,CIITA,Driver
2080,ENSG00000115840,SLC25A12,Unknown
2081,ENSG00000135047,CTSL,Unknown
2082,ENSG00000143507,DUSP10,Unknown
2083,ENSG00000100721,TCL1A,Driver
2084,ENSG00000112578,BYSL,Unknown
2085,ENSG00000178104,PDE4DIP,Unknown
2086,ENSG00000170315,UBB,Unknown
2087,ENSG00000177971,IMP3,Unknown
2088,ENSG00000133026,MYH10,Unknown
2089,ENSG00000108771,DHX58,Unknown
2090,ENSG00000105270,CLIP3,Unknown
2091,ENSG00000010318,PHF7,Non-driver
2092,ENSG00000269190,FBXO17,Unknown
2093,ENSG00000111642,CHD4,Driver
2094,ENSG00000056097,ZFR,Unknown
2095,ENSG00000100142,POLR2F,Unknown
2096,ENSG00000185787,MORF4L1,Unknown
2097,ENSG00000071243,ING3,Unknown
2098,ENSG00000122026,RPL21,Unknown
2099,ENSG00000184990,SIVA1,Non-driver
2100,ENSG00000070495,JMJD6,Unknown
2101,ENSG00000142405,NLRP12,Unknown
2102,ENSG00000144524,COPS7B,Unknown
2103,ENSG00000132970,WASF3,Unknown
2104,ENSG00000108107,RPL28,Unknown
2105,ENSG00000109339,MAPK10,Unknown
2106,ENSG00000071082,RPL31,Unknown
2107,ENSG00000082153,BZW1,Non-driver
2108,ENSG00000004838,ZMYND10,Unknown
2109,ENSG00000173267,SNCG,Unknown
2110,ENSG00000128604,IRF5,Unknown
2111,ENSG00000130303,BST2,Unknown
2112,ENSG00000274185,LILRA4,Unknown
2113,ENSG00000091592,NLRP1,Unknown
2114,ENSG00000197444,OGDHL,Unknown
2115,ENSG00000178462,TUBAL3,Non-driver
2116,ENSG00000106615,RHEB,Unknown
2117,ENSG00000112685,EXOC2,Unknown
2118,ENSG00000006451,RALA,Unknown
2119,ENSG00000116954,RRAGC,Unknown
2120,ENSG00000248746,ACTN3,Unknown
2121,ENSG00000166200,COPS2,Non-driver
2122,ENSG00000060138,YBX3,Non-driver
2123,ENSG00000092445,TYRO3,Unknown
2124,ENSG00000107874,CUEDC2,Unknown
2125,ENSG00000069667,RORA,Unknown
2126,ENSG00000087191,PSMC5,Unknown
2127,ENSG00000213928,IRF9,Non-driver
2128,ENSG00000138814,PPP3CA,Unknown
2129,ENSG00000169288,MRPL1,Unknown
2130,ENSG00000149273,RPS3,Unknown
2131,ENSG00000144028,SNRNP200,Unknown
2132,ENSG00000066044,ELAVL1,Unknown
2133,ENSG00000125347,IRF1,Unknown
2134,ENSG00000107201,DDX58,Unknown
2135,ENSG00000136153,LMO7,Unknown
2136,ENSG00000082014,SMARCD3,Unknown
2137,ENSG00000178307,TMEM11,Non-driver
2138,ENSG00000087077,TRIP6,Unknown
2139,ENSG00000103423,DNAJA3,Unknown
2140,ENSG00000197561,ELANE,Unknown
2141,ENSG00000158578,ALAS2,Unknown
2142,ENSG00000132703,APCS,Unknown
2143,ENSG00000165471,MBL2,Unknown
2144,ENSG00000050405,LIMA1,Unknown
2145,ENSG00000153201,RANBP2,Driver
2146,ENSG00000173599,PC,Unknown
2147,ENSG00000011304,PTBP1,Unknown
2148,ENSG00000105963,ADAP1,Non-driver
2149,ENSG00000100316,RPL3,Unknown
2150,ENSG00000262406,MMP12,Unknown
2151,ENSG00000102119,EMD,Unknown
2152,ENSG00000115661,STK16,Non-driver
2153,ENSG00000198668,CALM1,Unknown
2154,ENSG00000172183,ISG20,Unknown
2155,ENSG00000179562,GCC1,Unknown
2156,ENSG00000128272,ATF4,Unknown
2157,ENSG00000275796,NLRP2,Non-driver
2158,ENSG00000132530,XAF1,Unknown
2159,ENSG00000083444,PLOD1,Unknown
2160,ENSG00000221869,CEBPD,Unknown
2161,ENSG00000084463,WBP11,Unknown
2162,ENSG00000120217,CD274,Driver
2163,ENSG00000276977,PDCD1,Unknown
2164,ENSG00000089022,MAPKAPK5,Unknown
2165,ENSG00000185386,MAPK11,Non-driver
2166,ENSG00000106462,EZH2,Driver
2167,ENSG00000034713,GABARAPL2,Unknown
2168,ENSG00000234846,NEU1,Unknown
2169,ENSG00000198911,SREBF2,Unknown
2170,ENSG00000184381,PLA2G6,Unknown
2171,ENSG00000132522,GPS2,Unknown
2172,ENSG00000156265,MAP3K7CL,Non-driver
2173,ENSG00000162889,MAPKAPK2,Unknown
2174,ENSG00000129167,TPH1,Unknown
2175,ENSG00000110906,KCTD10,Unknown
2176,ENSG00000143878,RHOB,Unknown
2177,ENSG00000043591,ADRB1,Unknown
2178,ENSG00000136541,ERMN,Unknown
2179,ENSG00000107164,FUBP3,Unknown
2180,ENSG00000129083,COPB1,Unknown
2181,ENSG00000140859,KIFC3,Unknown
2182,ENSG00000079462,PAFAH1B3,Unknown
2183,ENSG00000072201,LNX1,Unknown
2184,ENSG00000178952,TUFM,Unknown
2185,ENSG00000130165,ELOF1,Non-driver
2186,ENSG00000239732,TLR9,Unknown
2187,ENSG00000052723,SIKE1,Non-driver
2188,ENSG00000100453,GZMB,Unknown
2189,ENSG00000174106,LEMD3,Unknown
2190,ENSG00000152492,CCDC50,Unknown
2191,ENSG00000225921,NOL7,Unknown
2192,ENSG00000145907,G3BP1,Unknown
2193,ENSG00000117335,CD46,Non-driver
2194,ENSG00000137309,HMGA1,Driver
2195,ENSG00000130340,SNX9,Unknown
2196,ENSG00000079739,PGM1,Unknown
2197,ENSG00000272804,KRTAP10-7,Non-driver
2198,ENSG00000164346,NSA2,Non-driver
2199,ENSG00000111640,GAPDH,Unknown
2200,ENSG00000085978,ATG16L1,Unknown
2201,ENSG00000100290,BIK,Unknown
2202,ENSG00000140379,BCL2A1,Unknown
2203,ENSG00000143556,S100A7,Driver
2204,ENSG00000073861,TBX21,Unknown
2205,ENSG00000148798,INA,Non-driver
2206,ENSG00000124214,STAU1,Unknown
2207,ENSG00000115524,SF3B1,Driver
2208,ENSG00000173327,MAP3K11,Unknown
2209,ENSG00000115946,PNO1,Non-driver
2210,ENSG00000120616,EPC1,Unknown
2211,ENSG00000117115,PADI2,Unknown
2212,ENSG00000143631,FLG,Unknown
2213,ENSG00000084674,APOB,Unknown
2214,ENSG00000175197,DDIT3,Driver
2215,ENSG00000136450,SRSF1,Unknown
2216,ENSG00000141570,CBX8,Unknown
2217,ENSG00000008988,RPS20,Unknown
2218,ENSG00000128973,CLN6,Unknown
2219,ENSG00000058262,SEC61A1,Unknown
2220,ENSG00000130811,EIF3G,Unknown
2221,ENSG00000162601,MYSM1,Unknown
2222,ENSG00000166598,HSP90B1,Unknown
2223,ENSG00000167987,VPS37C,Unknown
2224,ENSG00000121807,CCR2,Unknown
2225,ENSG00000120438,TCP1,Unknown
2226,ENSG00000171435,KSR2,Unknown
2227,ENSG00000113595,TRIM23,Unknown
2228,ENSG00000120896,SORBS3,Unknown
2229,ENSG00000170482,SLC23A1,Unknown
2230,ENSG00000104812,GYS1,Unknown
2231,ENSG00000150459,SAP18,Unknown
2232,ENSG00000188529,SRSF10,Unknown
2233,ENSG00000013364,MVP,Unknown
2234,ENSG00000162664,ZNF326,Unknown
2235,ENSG00000168310,IRF2,Unknown
2236,ENSG00000142541,RPL13A,Non-driver
2237,ENSG00000214753,HNRNPUL2,Non-driver
2238,ENSG00000088833,NSFL1C,Non-driver
2239,ENSG00000150991,UBC,Unknown
2240,ENSG00000164118,CEP44,Non-driver
2241,ENSG00000047315,POLR2B,Non-driver
2242,ENSG00000164111,ANXA5,Unknown
2243,ENSG00000008438,PGLYRP1,Non-driver
2244,ENSG00000163257,DCAF16,Non-driver
2245,ENSG00000130939,UBE4B,Unknown
2246,ENSG00000010278,CD9,Unknown
2247,ENSG00000169403,PTAFR,Unknown
2248,ENSG00000240583,AQP1,Unknown
2249,ENSG00000109906,ZBTB16,Driver
2250,ENSG00000164877,MICALL2,Non-driver
2251,ENSG00000077522,ACTN2,Unknown
2252,ENSG00000231408,LTA,Unknown
2253,ENSG00000053372,MRTO4,Non-driver
2254,ENSG00000134107,BHLHE40,Unknown
2255,ENSG00000188747,NOXA1,Unknown
2256,ENSG00000168135,KCNJ4,Unknown
2257,ENSG00000116711,PLA2G4A,Unknown
2258,ENSG00000055332,EIF2AK2,Non-driver
2259,ENSG00000129673,AANAT,Unknown
2260,ENSG00000181789,COPG1,Unknown
2261,ENSG00000130222,GADD45G,Unknown
2262,ENSG00000160339,FCN2,Unknown
2263,ENSG00000163661,PTX3,Unknown
2264,ENSG00000136709,WDR33,Unknown
2265,ENSG00000101596,SMCHD1,Unknown
2266,ENSG00000138764,CCNG2,Unknown
2267,ENSG00000172809,RPL38,Unknown
2268,ENSG00000170634,ACYP2,Unknown
2269,ENSG00000110169,HPX,Unknown
2270,ENSG00000005022,SLC25A5,Unknown
2271,ENSG00000263465,SRSF8,Unknown
2272,ENSG00000007952,NOX1,Unknown
2273,ENSG00000106538,RARRES2,Unknown
2274,ENSG00000178028,DMAP1,Non-driver
2275,ENSG00000144635,DYNC1LI1,Unknown
2276,ENSG00000149534,MS4A2,Unknown
2277,ENSG00000145649,GZMA,Unknown
2278,ENSG00000173641,HSPB7,Unknown
2279,ENSG00000156711,MAPK13,Non-driver
2280,ENSG00000065328,MCM10,Unknown
2281,ENSG00000108578,BLMH,Unknown
2282,ENSG00000112874,NUDT12,Non-driver
2283,ENSG00000091732,ZC3HC1,Non-driver
2284,ENSG00000213465,ARL2,Unknown
2285,ENSG00000152795,HNRNPDL,Unknown
2286,ENSG00000092067,CEBPE,Unknown
2287,ENSG00000138326,RPS24,Unknown
2288,ENSG00000213923,CSNK1E,Unknown
2289,ENSG00000186847,KRT14,Unknown
2290,ENSG00000158773,USF1,Unknown
2291,ENSG00000116251,RPL22,Driver
2292,ENSG00000169760,NLGN1,Unknown
2293,ENSG00000163512,AZI2,Unknown
2294,,QARS,Unknown
2295,ENSG00000175899,A2M,Non-driver
2296,ENSG00000169220,RGS14,Unknown
2297,ENSG00000262845,KRT40,Unknown
2298,ENSG00000105383,CD33,Unknown
2299,ENSG00000122566,HNRNPA2B1,Driver
2300,ENSG00000134419,RPS15A,Unknown
2301,ENSG00000104884,ERCC2,Driver
2302,ENSG00000075856,SART3,Unknown
2303,ENSG00000147082,CCNB3,Unknown
2304,ENSG00000090924,PLEKHG2,Unknown
2305,ENSG00000162511,LAPTM5,Unknown
2306,ENSG00000099204,ABLIM1,Non-driver
2307,ENSG00000159200,RCAN1,Unknown
2308,ENSG00000117632,STMN1,Unknown
2309,ENSG00000163694,RBM47,Non-driver
2310,ENSG00000084093,REST,Unknown
2311,ENSG00000180772,AGTR2,Unknown
2312,ENSG00000156709,AIFM1,Unknown
2313,ENSG00000143033,MTF2,Unknown
2314,ENSG00000009724,MASP2,Unknown
2315,ENSG00000085265,FCN1,Unknown
2316,ENSG00000171566,PLRG1,Unknown
2317,ENSG00000126581,BECN1,Unknown
2318,ENSG00000138642,HERC6,Non-driver
2319,ENSG00000138641,HERC3,Unknown
2320,ENSG00000168090,COPS6,Unknown
2321,ENSG00000142937,RPS8,Unknown
2322,ENSG00000127152,BCL11B,Driver
2323,ENSG00000159140,SON,Unknown
2324,ENSG00000074317,SNCB,Unknown
2325,ENSG00000101444,AHCY,Unknown
2326,ENSG00000062725,APPBP2,Unknown
2327,ENSG00000089094,KDM2B,Unknown
2328,ENSG00000205542,TMSB4X,Unknown
2329,ENSG00000166037,CEP57,Unknown
2330,ENSG00000180209,MYLPF,Unknown
2331,ENSG00000163565,IFI16,Unknown
2332,ENSG00000167460,TPM4,Driver
2333,ENSG00000198814,GK,Unknown
2334,ENSG00000123358,NR4A1,Unknown
2335,ENSG00000214944,ARHGEF28,Non-driver
2336,ENSG00000197647,ZNF433,Non-driver
2337,ENSG00000012779,ALOX5,Unknown
2338,ENSG00000116688,MFN2,Unknown
2339,ENSG00000121957,GPSM2,Unknown
2340,ENSG00000106263,EIF3B,Unknown
2341,ENSG00000100028,SNRPD3,Unknown
2342,ENSG00000019549,SNAI2,Unknown
2343,ENSG00000198932,GPRASP1,Unknown
2344,ENSG00000169567,HINT1,Unknown
2345,ENSG00000166483,WEE1,Unknown
2346,ENSG00000151846,PABPC3,Non-driver
2347,ENSG00000102010,BMX,Unknown
2348,ENSG00000159176,CSRP1,Unknown
2349,ENSG00000125691,RPL23,Unknown
2350,ENSG00000236014,VPS52,Unknown
2351,ENSG00000127837,AAMP,Unknown
2352,ENSG00000127483,HP1BP3,Unknown
2353,ENSG00000072210,ALDH3A2,Unknown
2354,ENSG00000196218,RYR1,Unknown
2355,ENSG00000130402,ACTN4,Unknown
2356,ENSG00000162191,UBXN1,Unknown
2357,ENSG00000122359,ANXA11,Unknown
2358,ENSG00000138180,CEP55,Unknown
2359,ENSG00000102081,FMR1,Unknown
2360,ENSG00000128228,SDF2L1,Unknown
2361,ENSG00000114841,DNAH1,Unknown
2362,ENSG00000143851,PTPN7,Unknown
2363,ENSG00000173889,PHC3,Non-driver
2364,ENSG00000139211,AMIGO2,Unknown
2365,ENSG00000141837,CACNA1A,Unknown
2366,ENSG00000182774,RPS17,Unknown
2367,ENSG00000177663,IL17RA,Unknown
2368,ENSG00000082516,GEMIN5,Unknown
2369,ENSG00000078114,NEBL,Unknown
2370,ENSG00000183386,FHL3,Unknown
2371,ENSG00000125977,EIF2S2,Unknown
2372,ENSG00000002834,LASP1,Driver
2373,ENSG00000136861,CDK5RAP2,Unknown
2374,ENSG00000116641,DOCK7,Unknown
2375,ENSG00000128609,NDUFA5,Unknown
2376,ENSG00000284983,DEFA1,Unknown
2377,ENSG00000285176,DEFA1B,Non-driver
2378,ENSG00000132356,PRKAA1,Unknown
2379,ENSG00000155561,NUP205,Unknown
2380,ENSG00000204308,RNF5,Unknown
2381,ENSG00000164307,ERAP1,Unknown
2382,ENSG00000147274,RBMX,Unknown
2383,ENSG00000240505,TNFRSF13B,Unknown
2384,ENSG00000121068,TBX2,Unknown
2385,ENSG00000168438,CDC40,Unknown
2386,ENSG00000175467,SART1,Unknown
2387,ENSG00000132153,DHX30,Unknown
2388,ENSG00000182287,AP1S2,Unknown
2389,ENSG00000030066,NUP160,Unknown
2390,ENSG00000124831,LRRFIP1,Unknown
2391,ENSG00000080603,SRCAP,Unknown
2392,ENSG00000145247,OCIAD2,Non-driver
2393,ENSG00000165259,HDX,Unknown
2394,ENSG00000100726,TELO2,Unknown
2395,ENSG00000100345,MYH9,Driver
2396,ENSG00000167578,RAB4B,Unknown
2397,ENSG00000186832,KRT16,Unknown
2398,ENSG00000168961,LGALS9,Unknown
2399,ENSG00000055955,ITIH4,Unknown
2400,ENSG00000122565,CBX3,Unknown
2401,ENSG00000135443,KRT85,Unknown
2402,ENSG00000285152,RNF31,Unknown
2403,ENSG00000173915,ATP5MD,Non-driver
2404,ENSG00000278161,TFPT,Driver
2405,ENSG00000185883,ATP6V0C,Unknown
2406,ENSG00000197771,MCMBP,Unknown
2407,ENSG00000145041,DCAF1,Unknown
2408,ENSG00000284881,DEFB1,Unknown
2409,ENSG00000137673,MMP7,Driver
2410,ENSG00000152240,HAUS1,Unknown
2411,ENSG00000173674,EIF1AX,Driver
2412,ENSG00000108528,SLC25A11,Unknown
2413,ENSG00000206075,SERPINB5,Non-driver
2414,ENSG00000241837,ATP5PO,Non-driver
2415,ENSG00000114107,CEP70,Unknown
2416,ENSG00000186660,ZFP91,Unknown
2417,ENSG00000108883,EFTUD2,Unknown
2418,ENSG00000137497,NUMA1,Driver
2419,ENSG00000115875,SRSF7,Unknown
2420,ENSG00000123268,ATF1,Driver
2421,ENSG00000100280,AP1B1,Unknown
2422,ENSG00000198431,TXNRD1,Unknown
2423,ENSG00000023330,ALAS1,Unknown
2424,ENSG00000104611,SH2D4A,Unknown
2425,ENSG00000170677,SOCS6,Unknown
2426,ENSG00000133112,TPT1,Unknown
2427,ENSG00000067225,PKM,Unknown
2428,,HIST1H2AE,Unknown
2429,,HIST1H2AB,Unknown
2430,ENSG00000196136,SERPINA3,Unknown
2431,ENSG00000158859,ADAMTS4,Unknown
2432,ENSG00000112559,MDFI,Unknown
2433,ENSG00000126778,SIX1,Driver
2434,ENSG00000104408,EIF3E,Driver
2435,ENSG00000185745,IFIT1,Unknown
2436,ENSG00000057149,SERPINB3,Unknown
